Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
5,485,23,Apr 28,BOS,@,NYY,"L,1-3",GS-6,L(2-3),4,5.1,5,3,3,6,3,1,0,2.59,27,118,67,19,10,6,12,4,1,0,43,,,2,1,0,21,1,0,0,1,0,2,1.14,-0.056,1.56,-0.05%,-0.39, 1b start tie, 6b -2- 1 out d3
6,486,28,May 4,BOS,@,MIN,"W,2-0",GS-7,W(3-3),5,7.0,3,0,0,3,2,0,1,2.11,27,104,60,21,7,12,9,3,0,0,70,,,1,1,0,23,1,0,0,0,0,0,1.06,0.484,1.36,0.37%,3.66, 1b start tie, 7b 3 out a1
7,487,33,May 10,BOS,@,TOR,"W,8-0",GS-7,W(4-3),5,7.0,3,0,0,1,5,0,0,1.79,23,93,56,16,8,5,12,3,1,0,75,,,0,0,0,22,0,0,0,1,0,0,.50,0.155,.63,0.12%,3.85, 1b start a 1, 7b 3 out a8
8,488,38,May 15,BOS,,DET,"L,2-7",GS-8,L(4-4),4,7.0,9,5,5,1,4,2,0,2.41,30,105,72,19,7,11,14,8,2,0,42,,,1,0,0,29,0,0,0,0,0,0,.71,-0.126,.73,-0.08%,-0.32, 1t start tie, 8t 1-- 0 out d3
9,489,44,May 21,BOS,@,NYY,"L,2-6",GS-5,L(4-5),5,5.0,9,6,6,5,2,2,0,3.14,27,109,59,16,5,6,14,7,0,0,22,,,4,1,0,22,1,1,0,1,0,0,.59,-0.278,.62,-0.17%,-3.22, 1b start tie, 5b 3 out d5
10,490,48,May 26,BOS,@,TEX,"W,7-4",GS-7,W(5-5),4,7.0,5,4,4,1,4,0,1,3.36,26,91,57,21,7,6,14,6,2,0,54,,,0,1,0,23,2,0,0,1,1,0,1.07,-0.107,.89,-0.05%,-0.11, 1b start tie, 7b 3 out a3
11,491,53,Jun 1,BOS,,NYY,"L,5-9",GS-4,L(5-6),5,3.2,5,8,8,6,2,1,1,4.24,21,81,38,17,1,6,6,3,1,0,15,,,0,0,0,14,1,0,0,1,0,0,1.11,-0.413,.87,-0.19%,-4.15, 1t start tie, 4t 12- 2 out d3
12,492,58,Jun 6,BOS,@,OAK,"L,2-3",GS-7,L(5-7),4,6.2,7,3,3,2,8,0,1,4.22,30,116,80,29,12,10,9,5,0,0,54,,,4,0,0,27,3,0,0,0,0,0,.87,-0.073,.77,-0.04%,0.17, 1b start tie, 7b 12- 2 out d1
13,493,63,Jun 12,BOS,,COL,"W,2-1",GS-8,W(6-7),5,8.0,4,1,1,1,3,0,0,3.92,28,102,67,21,8,12,12,3,2,0,72,,,0,0,0,27,2,0,0,1,0,0,1.36,0.378,1.13,0.19%,3.67, 1t start tie, 8t 3 out tie
14,494,68,Jun 17,BOS,,SFG,"W,9-5",GS-6,W(7-7),4,5.2,8,5,5,1,3,2,0,4.18,26,93,61,16,7,8,14,3,3,0,35,,,1,0,0,25,2,1,0,0,0,0,.85,-0.088,.68,-0.04%,-1.90, 1t start tie, 6t --3 2 out a3
15,495,73,Jun 23,BOS,@,SDP,"L,1-6",GS-6,L(7-8),5,5.1,8,6,6,0,4,3,0,4.52,24,75,53,18,7,6,14,3,0,0,32,,,1,0,0,23,3,0,0,0,0,0,.70,-0.161,.36,-0.05%,-3.41, 1b start tie, 6b --- 1 out d6
16,496,78,Jun 29,BOS,,TEX,"W,2-1",GS-7,W(8-8),5,6.2,7,1,1,4,4,0,0,4.31,29,101,62,16,12,12,9,3,1,0,56,,,3,0,0,23,3,0,0,2,1,0,1.30,0.274,.87,0.11%,2.60, 1t start tie, 7t 12- 2 out a1
17,497,83,Jul 4,BOS,,TBD,"W,7-5",GS-7,W(9-8),4,6.1,7,4,4,2,2,1,0,4.39,28,90,59,16,8,7,17,4,5,0,43,,,1,0,0,26,1,0,0,0,0,0,.78,0.168,.43,0.06%,1.42, 1t start tie, 7t 123 1 out a6
18,498,88,Jul 12,BOS,,TOR,"W,7-4",GS-6,W(10-8),7,6.0,9,4,4,0,2,2,0,4.47,25,89,64,14,6,11,12,4,1,0,40,,,0,0,0,23,0,0,0,0,2,0,.96,-0.039,.84,-0.02%,-0.50, 1t start tie, 6t 3 out a1
19,499,93,Jul 17,BOS,,KCR,"L,3-9",GS-7,L(10-9),4,6.1,9,6,6,0,1,0,0,4.69,27,78,54,13,4,11,15,5,3,0,32,,,1,1,0,27,4,0,0,0,0,0,.84,-0.158,.59,-0.07%,-1.92, 1t start tie, 7t --3 1 out d4
20,500,98,Jul 22,BOS,,CHW,"W,8-5",GS-7,W(11-9),4,6.1,6,4,4,2,2,0,0,4.74,26,96,65,16,11,10,12,4,1,0,45,,,1,0,0,23,2,0,0,1,1,0,.82,0.177,.68,0.09%,0.49, 1t start tie, 7t 1-- 1 out a5
21,501,103,Jul 27,BOS,@,TBD,"W,7-1",GS-6,W(12-9),4,6.0,6,1,1,3,7,0,0,4.59,26,101,61,16,11,8,8,3,1,0,60,,,1,0,0,23,1,0,0,0,0,0,.99,0.218,.69,0.09%,2.24, 1b start tie, 6b 3 out a2
22,502,108,Aug 2,BOS,,BAL,"W,7-4",GS-7,W(13-9),5,7.0,6,3,3,1,5,0,0,4.55,27,94,68,15,11,9,12,2,3,0,57,,,1,0,0,25,1,1,0,1,1,0,1.02,0.156,.63,0.06%,1.09, 1t start tie, 7t 3 out tie
23,503,113,Aug 7,BOS,@,LAA,"L,4-10",GS-5,L(13-10),4,4.0,7,7,6,3,2,0,0,4.81,23,80,46,13,6,6,12,3,0,0,21,,,2,0,0,20,3,0,1,0,0,1,1.35,-0.491,.71,-0.15%,-3.79, 1b start a 1, 5b 12- 0 out d1
24,504,118,Aug 13,BOS,,TBD,"W,3-0",GS-8,W(14-10),5,8.0,2,0,0,2,6,0,0,4.55,27,100,72,19,10,6,13,2,1,0,82,,,1,1,0,25,0,0,0,0,0,0,1.27,0.577,1.04,0.28%,4.67, 1t start tie, 8t 3 out a2
25,505,125,Aug 20,BOS,@,TBD,"W,6-0",GS-7,W(15-10),6,7.0,4,0,0,1,5,0,0,4.35,24,77,56,17,14,6,12,5,2,0,73,,,2,1,0,23,0,0,0,0,0,0,.51,0.197,.38,0.09%,3.77, 1b start a 2, 7b 3 out a6
26,506,130,Aug 25,BOS,@,CHW,"W,14-2",GS-7,W(16-10),4,7.0,3,0,0,3,6,0,0,4.16,27,112,74,22,12,4,14,6,2,0,74,,,1,0,0,24,1,0,0,0,0,0,.91,0.366,.31,0.07%,4.01, 1b start tie, 7b 3 out a5
27,507,141,Sep 6,BOS,@,BAL,"W,7-6",GS-4,,11,3.2,9,6,6,2,0,1,0,4.39,22,74,46,12,4,8,12,4,1,0,17,,,2,0,0,20,3,0,0,0,0,0,1.06,-0.494,.05,-0.01%,-4.03, 1b start tie, 4b 1-- 2 out d1
28,508,146,Sep 11,BOS,,TBD,"W,16-10",GS-4,,4,3.0,10,7,7,0,4,1,0,4.68,19,65,45,8,6,8,6,1,1,1,15,,,2,0,0,19,3,0,0,0,0,0,.72,-0.342,.01,-0.01%,-4.75, 1t start tie, 4t -23 0 out d4
29,509,151,Sep 17,BOS,@,TOR,"L,1-6",GS-6,L(16-11),5,6.0,7,4,4,2,2,2,0,4.73,25,73,45,13,5,14,7,2,1,0,42,,,3,0,0,23,0,0,0,1,0,0,.75,-0.128,.01,0.00%,-0.70, 1b start tie, 6b 3 out d3
30,510,156,Sep 23,BOS,@,TBD,"L,4-5",GS-5,L(16-12),5,5.0,7,4,4,3,5,1,0,4.80,23,95,57,22,8,5,10,3,3,0,39,,,2,1,0,20,2,0,0,1,0,0,.63,-0.149,.00,0.00%,-1.30, 1b start tie, 5b 3 out d4
31,511,161,Sep 29,BOS,,MIN,"W,6-4",GS-7,W(17-12),5,7.0,6,4,3,0,1,2,0,4.76,26,92,60,12,10,10,15,3,2,0,52,,,0,0,0,26,0,0,0,2,0,1,.79,-0.074,.00,0.00%,0.09, 1t start tie, 7t 3 out d2
1,512,5,Apr 4,BOS,@,TOR,"L,3-6",GS-6,,99,6.0,6,3,3,3,4,1,1,4.50,27,88,52,18,4,10,9,3,1,0,49,,,2,0,0,23,0,0,0,1,0,0,.98,-0.033,1.16,-0.02%,0.11, 1b start tie, 6b 3 out d3
2,513,10,Apr 10,BOS,,DET,"W,12-6",GS-5,W(1-0),5,5.0,3,2,1,5,5,0,2,3.27,25,108,61,17,12,8,5,1,1,0,55,,,1,0,0,17,1,0,0,0,1,0,1.27,0.055,1.24,0.03%,0.86, 1t start tie, 5t 3 out a2
3,514,15,Apr 15,BOS,@,CLE,"W,5-3",GS-6,,4,6.0,7,2,2,4,4,0,0,3.18,27,106,66,27,7,8,11,6,0,0,50,,,3,1,1,23,0,0,0,1,0,1,1.41,0.026,1.53,0.02%,1.13, 1b start tie, 6b 3 out d1
4,515,20,Apr 20,BOS,,TEX,"W,6-5",GS-8,W(2-0),4,8.0,7,5,5,0,5,2,0,3.96,31,86,68,13,13,10,16,5,3,0,53,,,0,0,0,30,0,0,0,1,0,0,.64,-0.099,.78,-0.07%,-0.43, 1t start tie, 8t 3 out d3
5,516,25,Apr 25,BOS,@,TBR,"L,4-5",GS-6,,4,6.0,6,4,3,5,1,0,1,4.06,30,113,70,22,3,7,16,6,3,0,42,,,2,1,0,23,0,2,0,0,1,1,1.41,-0.115,1.96,-0.10%,-0.77, 1b start tie, 6b 3 out tie
6,517,30,May 1,BOS,,TOR,"L,0-3",GS-7,L(2-1),5,7.0,6,3,3,4,0,1,2,4.03,31,97,56,15,2,9,16,3,2,0,49,,,2,0,0,24,1,0,0,1,1,0,1.05,0.032,1.39,0.03%,1.00, 1t start tie, 7t 3 out d3
7,518,35,May 6,BOS,@,DET,"W,5-0",GS-8,W(3-1),4,8.0,2,0,0,0,6,0,0,3.33,27,98,65,25,6,8,13,3,2,0,84,,,0,0,0,27,1,0,0,0,0,1,.58,0.362,.77,0.29%,4.36, 1b start tie, 8b 3 out a5
8,519,40,May 11,BOS,@,MIN,"L,8-9",GS-3,L(3-2),4,2.2,7,7,6,2,2,2,0,4.25,17,74,42,7,6,5,8,2,0,0,18,,,1,0,0,15,1,0,0,0,0,0,.58,-0.366,.78,-0.30%,-5.70, 1b start tie, 3b 1-- 2 out d6
9,520,45,May 17(2),BOS,,MIL,"W,7-6",GS-6,,5,5.1,6,3,3,3,5,1,1,4.33,25,108,67,18,11,5,11,2,3,0,46,,,2,0,0,21,1,0,0,0,0,0,.93,0.167,1.20,0.13%,1.45, 1t start tie, 6t 12- 1 out a4
10,521,51,May 23,BOS,@,OAK,"L,3-8",GS-6,L(3-3),5,5.0,8,8,8,4,4,2,0,5.19,27,99,58,22,8,3,16,8,2,0,19,,,0,0,0,23,2,0,0,0,0,0,.42,-0.337,.58,-0.28%,-5.98, 1b start tie, 6b -23 0 out d5
11,522,56,May 28,BOS,@,SEA,"L,0-1",CG(8),L(3-4),4,8.0,5,1,1,0,8,1,0,4.70,29,96,63,17,12,8,13,5,4,0,76,,,1,1,0,29,1,0,0,0,0,0,.73,0.252,1.01,0.21%,3.10, 1b start tie, 8b 3 out d1
12,523,60,Jun 2,BOS,@,BAL,"L,3-6",GS-7,,4,7.0,5,2,2,4,3,0,0,4.50,28,109,69,25,8,8,13,3,1,0,58,,,2,1,0,24,1,0,0,0,0,0,.95,0.152,1.44,0.14%,1.77, 1b start tie, 7b 3 out tie
13,524,65,Jun 7,BOS,,SEA,"W,11-3",GS-7,W(4-4),4,7.0,5,2,2,2,6,0,0,4.33,27,106,71,17,12,9,10,3,4,0,63,,,1,0,0,25,1,0,0,1,0,0,1.11,0.177,1.57,0.15%,2.00, 1t start tie, 7t 3 out a4
14,525,71,Jun 14,BOS,@,CIN,"W,6-4",GS-7,,6,7.0,4,2,2,2,6,2,0,4.19,25,89,64,22,7,7,10,1,2,0,65,,,1,1,0,23,0,0,0,1,0,0,1.07,0.234,1.43,0.19%,1.64, 1b start a 1, 7b 3 out a1
15,526,76,Jun 20,BOS,,STL,"L,4-5",GS-7,L(4-5),5,7.0,7,4,3,3,4,2,1,4.17,32,114,76,16,8,5,19,5,1,0,50,,,0,1,0,27,1,0,0,0,0,1,1.36,-0.177,1.70,-0.13%,0.00, 1t start tie, 7t 3 out d2
16,527,81,Jun 25,BOS,,ARI,"W,5-0",GS-7,W(5-5),4,7.0,2,0,0,1,6,0,0,3.88,23,94,61,17,11,6,10,0,4,0,78,,,0,1,0,22,1,0,0,0,0,0,1.00,0.464,1.39,0.39%,4.00, 1t start tie, 7t 3 out a2
17,528,86,Jul 1,BOS,@,TBR,"L,1-3",GS-7,L(5-6),5,7.0,5,2,1,3,4,0,0,3.72,29,115,73,22,11,9,13,4,4,0,62,,,2,0,0,26,1,0,0,1,0,1,.90,0.117,1.67,0.13%,1.77, 1b start tie, 7b 3 out d1
18,529,91,Jul 6,BOS,@,NYY,"L,4-5",GS-7,,4,6.1,4,3,3,1,5,1,0,3.75,23,95,66,29,5,4,13,5,1,0,57,,,1,0,0,22,0,0,0,0,0,0,1.16,0.114,2.17,0.13%,1.28, 1b start tie, 7b 1-- 1 out a2
19,530,96,Jul 12,BOS,,BAL,"W,12-1",GS-7,W(6-6),5,7.0,2,1,1,1,6,1,0,3.60,24,100,73,21,11,8,9,2,2,0,74,,,0,0,0,23,0,0,0,0,0,0,.43,0.086,.78,0.09%,3.00, 1t start tie, 7t 3 out a9
20,531,100,Jul 20,BOS,@,LAA,"L,3-5",GS-8,L(6-7),7,7.0,6,4,4,0,1,2,0,3.69,26,94,62,17,8,6,19,4,6,0,50,,,0,1,0,26,2,0,0,0,0,0,1.03,-0.147,1.73,-0.15%,0.18, 1b start tie, 8b -2- 0 out tie
21,532,105,Jul 26,BOS,,NYY,"L,3-10",GS-6,L(6-8),5,5.1,8,6,6,4,3,1,1,3.94,28,100,59,22,8,8,12,3,0,0,27,,,2,1,0,23,3,0,0,0,0,0,1.18,-0.217,2.53,-0.28%,-1.83, 1t start tie, 6t 1-3 1 out d2
22,533,110,Aug 1,BOS,,OAK,"W,2-1",GS-7,,5,6.1,4,0,0,3,4,0,0,3.77,25,108,68,20,9,2,16,2,3,0,66,,,0,1,0,22,1,0,0,0,0,0,1.15,0.317,2.24,0.37%,3.02, 1t start tie, 7t 12- 1 out a1
23,534,115,Aug 6,BOS,@,KCR,"W,8-2",GS-6,W(7-8),4,6.0,4,2,1,0,6,0,0,3.67,22,81,58,17,8,9,7,1,0,0,64,,,0,0,0,22,0,0,0,0,0,0,1.07,0.127,1.90,0.14%,1.13, 1b start tie, 6b 3 out a3
24,535,131,Aug 26,BOS,@,NYY,"W,7-3",GS-5,W(8-8),19,5.0,8,3,3,1,1,2,0,3.73,23,80,55,14,3,9,12,6,2,0,39,,,0,0,0,22,0,0,0,1,0,0,1.06,0.012,2.35,0.02%,-0.25, 1b start tie, 5b 3 out a3
25,536,136,Aug 31,BOS,,CHW,"L,2-4",GS-6,L(8-9),4,6.0,6,3,3,0,3,1,0,3.76,24,82,65,14,14,3,18,2,2,0,51,,,0,0,0,24,3,0,0,0,0,0,.74,-0.018,.88,-0.01%,0.43, 1t start tie, 6t 3 out d2
26,537,141,Sep 6,BOS,@,TEX,"L,8-15",GS-2,L(8-10),5,1.2,4,7,7,4,0,0,1,4.11,14,49,26,4,5,2,7,2,0,0,15,,,1,0,0,9,1,0,0,0,0,0,1.15,-0.448,.43,-0.10%,-6.45, 1b start tie, 2b 1-3 2 out d6
27,538,146,Sep 12,BOS,,TOR,"W,7-0",GS-8,W(9-10),5,8.0,3,0,0,0,4,0,0,3.92,27,94,65,15,6,10,13,2,2,0,80,,,0,0,0,27,2,0,0,0,0,0,.86,0.471,.69,0.23%,4.57, 1t start tie, 8t 3 out a4
28,539,152,Sep 17,BOS,@,TBR,"L,3-10",GS-3,L(9-11),4,2.1,6,6,6,0,2,3,0,4.18,13,51,34,8,4,3,8,5,1,0,23,,,2,0,0,12,1,0,0,0,1,0,.82,-0.386,.01,0.00%,-4.10, 1b start a 2, 3b -2- 1 out d3
29,540,157,Sep 23,BOS,,CLE,"W,5-4",GS-6,W(10-11),5,6.0,6,4,4,1,6,0,1,4.24,26,99,64,22,10,9,9,0,0,0,49,,,0,0,0,24,2,0,0,1,0,0,1.17,-0.121,.02,0.00%,-0.57, 1t start tie, 6t 3 out a1
30,541,162,Sep 28(2),BOS,,NYY,"W,4-3",GS-5,,4,5.0,2,0,0,0,3,0,2,4.13,19,56,39,14,3,6,8,0,0,0,66,,,1,0,0,17,0,0,0,0,0,0,1.16,0.303,.00,0.00%,2.86, 1t start tie, 5t 3 out a1
1,542,4,Apr 10,BOS,@,LAA,"L,3-6",GS-6,L(0-1),99,6.0,6,3,3,5,4,0,1,4.50,29,99,52,21,6,8,11,2,4,0,47,,,3,0,0,23,1,0,0,1,0,0,.95,-0.047,.96,-0.03%,0.22, 1b start tie, 6b 3 out d2
2,543,9,Apr 15,BOS,@,OAK,"W,8-2",CG,W(1-1),4,9.0,4,2,2,2,4,0,0,3.00,34,111,76,26,9,10,18,6,1,0,73,,,0,0,0,32,1,0,0,0,0,1,.66,0.458,.51,0.21%,2.78, 1b start tie, 9b 3 out a6
3,544,14,Apr 22(1),BOS,,MIN,"W,10-1",CG(7),W(2-1),6,7.0,5,1,1,1,4,0,2,2.45,30,102,63,17,5,7,16,2,7,0,66,,,0,0,0,27,3,0,0,1,0,1,.69,0.207,.74,0.13%,2.98, 1t start tie, 7t 3 out a5
4,545,19,Apr 27,BOS,@,CLE,"W,3-1",GS-7,,4,7.0,1,0,0,4,5,0,1,1.86,27,112,63,19,6,5,12,5,4,0,76,,,2,0,0,22,0,0,0,0,0,0,1.29,0.448,1.64,0.34%,3.61, 1b start tie, 7b 3 out tie
5,546,24,May 2,BOS,@,TBR,"W,10-6",GS-6,W(3-1),4,5.0,7,5,5,2,5,1,1,2.91,25,101,55,17,13,7,10,8,2,0,36,,,1,0,0,22,2,0,0,0,0,0,.93,-0.244,1.23,-0.20%,-2.73, 1b start a 2, 6b 1-- 0 out a3
6,547,29,May 7,BOS,,CLE,"W,13-3",GS-6,W(4-1),4,6.0,4,2,2,4,3,0,2,2.93,26,101,61,22,6,8,9,4,0,0,55,,,1,0,0,19,1,0,0,2,1,0,1.32,0.091,1.72,0.07%,1.42, 1t start tie, 6t 3 out d1
7,548,34,May 13,BOS,@,LAA,"L,4-8",GS-5,L(4-2),5,4.2,11,7,7,3,2,2,1,4.03,29,91,56,23,3,11,12,1,2,0,13,,,1,0,0,25,0,0,0,0,0,0,1.13,-0.488,1.48,-0.38%,-4.77, 1b start a 2, 5b 12- 2 out d3
8,549,39,May 19,BOS,,TOR,"W,2-1",GS-8,W(5-2),5,8.0,5,1,1,2,3,1,0,3.59,31,97,61,16,4,6,20,2,9,0,69,,,0,1,0,29,0,0,0,0,0,1,1.46,0.496,2.27,0.46%,3.55, 1t start tie, 8t 3 out a1
9,550,44,May 24,BOS,,NYM,"W,12-5",GS-6,W(6-2),4,6.0,7,5,5,4,3,1,0,3.99,28,94,59,21,6,11,10,3,2,0,37,,,1,0,0,23,0,0,0,1,0,0,1.23,-0.176,1.53,-0.13%,-1.59, 1t start tie, 6t 3 out a1
10,551,49,May 29,BOS,@,TOR,"L,3-6",GS-5,L(6-3),4,4.2,9,6,6,4,5,0,1,4.55,28,101,63,20,9,7,11,3,1,0,23,,,1,0,0,23,4,0,0,1,0,1,1.41,-0.386,2.40,-0.39%,-3.67, 1b start tie, 5b --3 2 out d4
11,552,54,Jun 4,BOS,@,DET,"W,6-3",GS-7,W(7-3),5,6.2,8,3,3,0,3,0,0,4.50,25,81,59,15,7,9,13,7,0,0,49,,,0,1,0,25,2,0,0,2,0,0,.93,0.068,1.40,0.06%,0.50, 1b start tie, 7b -2- 2 out a3
12,553,59,Jun 10,BOS,,NYY,"W,6-5",GS-6,W(8-3),5,6.0,8,3,3,3,2,1,0,4.50,28,88,52,18,4,7,16,5,2,0,43,,,0,0,0,25,3,0,0,0,0,0,1.11,0.084,2.03,0.09%,0.42, 1t start tie, 6t 3 out a3
13,554,64,Jun 16,BOS,,FLA,"W,8-2",GS-6,W(9-3),5,6.0,6,2,2,1,4,0,0,4.39,23,93,56,17,3,8,10,3,3,0,55,,,1,0,0,22,3,0,0,1,0,0,.75,0.139,1.03,0.11%,1.42, 1t start tie, 6t 3 out a6
14,555,69,Jun 21,BOS,,ATL,"W,6-5",GS-7,,4,6.2,9,4,4,0,2,0,0,4.47,27,83,63,20,2,11,14,5,1,0,42,,,0,0,0,27,2,0,0,2,0,0,1.34,0.075,1.91,0.06%,0.51, 1t start tie, 7t 12- 2 out a1
15,556,74,Jun 27,BOS,@,ATL,"W,1-0",GS-6,W(10-3),5,6.0,3,0,0,1,1,0,0,4.18,22,88,59,20,3,9,11,2,2,0,66,,,2,0,0,20,0,0,0,0,0,0,1.11,0.366,1.47,0.29%,2.96, 1b start tie, 6b 3 out a1
16,557,79,Jul 3,BOS,,SEA,"L,6-7",GS-8,,5,8.0,10,5,5,0,3,2,0,4.30,34,112,81,15,11,8,23,7,5,0,45,,,1,0,0,34,5,0,0,0,0,0,.91,-0.176,1.22,-0.14%,-0.45, 1t start tie, 8t 3 out d2
17,558,84,Jul 8,BOS,,OAK,"W,5-4",GS-7,W(11-3),4,6.0,10,3,3,1,8,0,0,4.31,28,100,72,19,14,9,10,4,3,0,47,,,0,0,0,27,3,0,0,0,0,0,1.13,0.113,1.65,0.10%,1.40, 1t start tie, 7t 12- 0 out a3
18,559,126,Aug 26,BOS,,CHW,"W,3-2",GS-7,,48,7.0,6,1,1,1,3,0,0,4.12,27,94,73,17,12,11,12,1,7,0,63,,,1,0,0,26,1,1,0,1,0,0,1.27,0.376,2.64,0.47%,2.98, 1t start tie, 7t 3 out a1
19,560,135,Sep 5,BOS,@,CHW,"L,1-5",GS-6,L(11-4),9,6.0,6,4,4,3,4,1,0,4.22,26,93,56,16,9,3,16,3,3,0,45,,,3,1,0,22,0,0,0,0,0,0,.64,-0.132,1.25,-0.15%,-0.59, 1b start tie, 6b 3 out d4
20,561,149,Sep 21,BOS,@,KCR,"L,9-12",GS-5,,15,5.0,5,5,4,7,2,1,0,4.33,26,103,59,19,4,5,12,4,3,0,34,,,5,0,0,19,0,0,0,1,0,0,.83,-0.010,.08,0.00%,-2.37, 1b start tie, 5b 3 out a3
21,562,158,Sep 30,BOS,,TOR,"L,0-12",GS-3,L(11-5),8,3.0,7,5,5,2,2,2,1,4.58,19,76,48,17,7,5,9,3,1,0,25,,,0,0,0,15,1,0,0,0,0,0,.92,-0.269,.00,0.00%,-3.29, 1t start tie, 3t 3 out d5
1,563,4,Apr 9,BOS,@,KCR,"L,3-4",GS-7,,99,7.0,6,2,2,1,6,2,0,2.57,27,96,60,20,10,5,15,4,2,0,62,,,1,0,0,26,2,0,0,0,0,0,.93,0.215,.89,0.12%,1.45, 1b start tie, 7b 3 out a1
2,564,9,Apr 15,BOS,@,MIN,"L,0-8",GS-6,L(0-1),5,5.1,10,6,5,1,2,0,0,5.11,28,98,67,18,7,6,19,5,2,0,27,,,0,0,0,26,4,0,1,0,1,1,.83,-0.174,.82,-0.10%,-3.75, 1b start tie, 6b -2- 1 out d6
3,565,14,Apr 20,BOS,,TEX,"W,7-6",GS-6,,4,6.0,7,6,6,5,3,0,1,6.38,30,113,64,19,9,6,15,6,3,0,32,,,9,0,0,24,2,0,1,0,0,0,.89,-0.315,.65,-0.14%,-2.84, 1t start tie, 6t 3 out d4
4,566,19,Apr 25,BOS,,BAL,"L,6-7",GS-7,,4,6.2,7,2,2,1,5,0,0,5.40,29,108,74,22,8,9,14,2,3,0,56,,,1,0,0,28,2,0,0,0,0,1,1.15,0.228,.91,0.11%,2.31, 1t start tie, 7t --3 2 out a3
5,567,24,May 1,BOS,@,BAL,"L,9-12",5-7,,5,2.1,5,5,5,0,1,3,0,6.59,12,33,26,7,2,6,5,1,1,0,,1,0,0,0,0,12,0,0,0,0,0,0,.20,-0.085,.17,-0.04%,-3.70, 5b -2- 2 out d3, 7b 3 out d4
6,568,30,May 7,BOS,,NYY,"L,3-10",7-GF,,5,3.0,2,1,1,0,0,0,0,6.23,10,36,22,6,0,2,8,3,1,0,,0,0,0,0,0,9,0,0,0,1,1,0,.02,0.001,.02,0.00%,0.58, 7t --- 0 out d7, 9t end d 7
7,569,32,May 9,BOS,,NYY,"W,9-3",9-GF,,1,1.0,0,0,0,0,1,0,0,6.03,3,10,8,3,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.03,0.003,.02,0.00%,0.53, 9t --- 0 out a6, 9t end a 6
8,570,35,May 12,BOS,,TOR,"L,2-3",GS-7,L(0-2),2,7.0,5,3,3,1,5,1,0,5.63,27,102,64,16,8,7,14,2,3,0,59,,,0,0,0,26,3,0,0,0,0,0,.91,0.015,.91,0.01%,0.69, 1t start tie, 7t 3 out d3
9,571,39,May 17,BOS,@,NYY,"L,9-11",5-7,,4,2.1,1,0,0,0,0,0,0,5.31,8,29,19,6,0,4,4,0,2,0,,1,0,1,0,0,8,0,0,0,0,0,0,.95,0.122,.95,0.07%,1.43, 5b --3 2 out d2, 7b 3 out d1
10,572,45,May 23,BOS,@,PHI,"W,8-3",GS-8,W(1-2),5,8.0,5,0,0,2,1,0,0,4.44,31,102,68,21,3,8,20,3,6,0,71,,,0,0,0,29,2,1,0,0,0,0,.61,0.283,.49,0.14%,3.98, 1b start tie, 8b 3 out a7
11,573,50,May 28,BOS,,KCR,"L,5-12",GS-4,L(1-3),4,3.2,12,9,9,3,1,1,0,5.68,26,88,56,15,4,7,15,9,2,0,-1,,,1,0,0,23,1,0,0,0,0,0,1.75,-0.699,1.94,-0.46%,-7.00, 1t start tie, 4t --- 2 out d4
12,574,55,Jun 3,BOS,,OAK,"L,8-9",GS-6,L(1-4),5,6.0,8,6,6,0,4,2,0,6.02,25,78,57,16,10,7,14,5,4,0,36,,,1,1,0,25,2,0,0,0,0,0,.84,-0.361,1.04,-0.27%,-2.84, 1t start tie, 6t 3 out d3
13,575,60,Jun 8,BOS,@,CLE,"W,3-2",GS-8,W(2-4),4,7.1,4,2,1,0,6,1,0,5.48,27,105,74,27,11,8,13,3,4,0,70,,,0,0,0,27,1,1,0,0,0,1,.95,0.116,1.21,0.09%,1.08, 1b start tie, 8b -2- 1 out a1
14,576,65,Jun 13,BOS,,PHI,"L,3-5",GS-8,L(2-5),4,7.1,7,4,4,1,3,1,1,5.42,29,109,77,24,6,10,14,2,3,0,50,,,0,0,0,27,3,0,0,2,0,0,.81,-0.172,1.01,-0.13%,-0.49, 1t start tie, 8t -2- 1 out d3
15,577,70,Jun 19,BOS,,LAD,"W,5-4",GS-7,,5,6.1,5,4,3,2,6,1,0,5.33,27,95,62,17,10,8,11,2,0,0,53,,,3,1,0,25,2,0,0,0,0,2,1.12,-0.073,1.64,-0.06%,-0.27, 1t start tie, 7t --3 1 out a1
16,578,75,Jun 25,BOS,@,SFG,"L,4-5",GS-7,L(2-6),5,7.0,11,4,3,2,3,1,0,5.21,34,100,69,26,4,17,12,5,1,0,42,,,0,0,0,31,0,0,0,0,0,0,1.02,-0.120,1.52,-0.11%,-0.69, 1b start a 3, 7b 3 out d1
17,579,80,Jul 2,BOS,,BAL,"W,3-2",GS-8,W(3-6),6,8.0,7,2,2,1,4,1,0,4.96,31,96,66,19,9,8,18,4,3,0,63,,,0,1,0,30,0,0,0,0,0,0,1.27,0.294,2.01,0.28%,2.22, 1t start tie, 8t 3 out tie
